ID,RepoName,CommitId,Previous,CommitMessage
63,leanprover/lean,3b2bb854be2e65c500ad7433e10a67d8a2c69fc7,0, 
64,microsoft/GSL,bec7fa72c1b3474b63d0965ca799cbcd5626bb74,1,Clean up and update CI build scripts (#563)  * travis.yml clean up  - Remove trailling spaces - Move notification setting from the bottom to the top - Set Linux as default OS - Simplify cache directory - Add banners around different configurations  * Update CMake installation routine  - Make it depend on variable (easier to update) - Simplify code a bit  * Re-organize build matrix and LLVM install  - make logic depend on a single COMPILER variable - Update LLVM installation process  * Update compilers to latest stable version
65,microsoft/GSL,211e195d8f9dd6fa967a5741387fb5eae1ff351b,0, 
66,nest/nest-simulator,657fcac78c497995e906b1099b16bc29c930f343,1,Refactoring .travis.yml and build.sh  Reduce the number of apt-get packages to only necessary ones and order by use. Order env.matrix in 'binary' meaningful way. Update whitespace and indentation.
67,nest/nest-simulator,a8e49c437ae3e91d1f874fc999bed376bb5881e6,0, 
68,nlohmann/json,46174879efbd6bad0c8d5105429562ab3cb1e9df,1,clean up
69,nlohmann/json,5db41313ba4b8652c90af2294871a662387210e9,0, 
70,openthread/openthread,7bc5cb2e5ba428d909d4b5536bd0848f0330dd70,1,travis: switch to trusty and clean up travis scripts. (#533)
71,openthread/openthread,f51b3cb8b76158e1c59df0d842ea572ceaad4f62,0, 
72,percona/percona-server,00a6eb6687d6b3f658b20c8cdd7224bf85b0741a,1,PS-3816: refactoring of Travis config file
73,percona/percona-server,e6c345a7ddd41875f0d83472f6e8e0251aa2a2f8,0, 
74,percona/percona-server,775e42fc8882c1443977ed97010ff0631ce6f3cf,1,PS-3816: refactoring of Travis config file (5.6)
75,percona/percona-server,dc0be35d69569f5aa8ccfedff47c16d0da08c9e2,0, 
76,radareorg/cutter,5032c9104d84ad56e6afe406aa0081b492462fde,1,qmake cleanup (#43)  * cleanup: get the include and lib path from r2  * clean up of the main project file  * check if r2 is available  * corrected r2 binary name m(  * qmake error if libr not found  Because the project won't build if r2 or the paths are not found emit an error  * removed comments and unused variable  * Add 'make install' for AppImage  * Use 'make install' in travis build
77,radareorg/cutter,b2bebb9821a8d4af76d5ebfc9a4217879460d93d,0, 
78,swig/swig,48e61eea1d377c4d45526410c486a81dc47a8c58,1,Travis gcc version refactor  Use GCC env variable to hold gcc version to install instead of SWIG_CC and SWIG_CXX.
79,swig/swig,be019a03ce7df11a748718fb63d47f35a8c297ec,0, 
80,symengine/symengine,fc7fe736381ff7ef43a868597efb467388a4cc26,1,Refactor Travis tests  Few changes:      * Don't specify a variable if a default value is used     * The various external library configuration tests are done in the first       section.     * Run most of the tests in out of tree builds  as those should be the       default. Only run a few simple tests in the tree to make sure that things       work.     * The matrix section just tests a simple Release mode with various Python       versions
81,symengine/symengine,8af766f0d17f489173dde51edf8c3df670eca37d,0, 
82,CellularPrivacy/Android-IMSI-Catcher-Detector,05b95c4fbe08013151562387338bcb057bff1af0,1,restructure the travis.yml
83,CellularPrivacy/Android-IMSI-Catcher-Detector,197b6eeb2439eca9565d0eebf483ae278fcea509,0, 
84,google/data-transfer-project,b02a59d76913556ffa846c6a8a89dca2a42e4497,1,Restructure travis.yml to use a single language  java  with some node/angular stuff hacked in. matrix does not seem compatible with deploy script
85,google/data-transfer-project,db528eff4bca245f389f0b7b68d66dd9852a3216,0, 
86,joscha/play-authenticate,8e0fed68a27470a1e050ba57491e9741c2cd1838,1,clean up
87,joscha/play-authenticate,4552aec9705d25586b25ef3ac3234291e6d8dd76,0, 
88,mockito/mockito,3929cdcfbd4cfd722735372967173c00aea0774b,1,Move performRelease step into separate Travis job  Currently  all jobs run this step. However  only one of them actually performs the logic. This means that all jobs are spending ~1 min doing nothing  except the one that actually performs the task at hand.  Since we only merge PRs that are passing the build  we don't actually need to gate our release procedure on passing tests.  All in all  this should reduce our Travis CI build time by about 1 minute per job  and make it clearer that we have a separate release task  as well as cleanup our env declarations.
89,mockito/mockito,4fd405da2e199a06ca5950af910b102a62d66b21,0, 
90,pgjdbc/pgjdbc,3ee5bbf846730f1c49a6c94ebfc600ae2390bb78,1,style: clean up whitespace in .travis.yml  Clean up an extra newline in .travis.yml
91,pgjdbc/pgjdbc,a6bd36faaedc779f932fa76f52bab9550f0fcd6d,0, 
92,ushahidi/SMSSync,cead1abf04bb508f3bdf96bce785cef273caf953,1,Major clean up
93,ushahidi/SMSSync,b167b1bf7bed4d217ef803766e565102a6d77c19,0, 
94,ushahidi/SMSSync,97b889e94d443e225b7217a98a15ff9f363eca66,1,Minor clean up
95,ushahidi/SMSSync,6a074415c3ec9b7a97c4d13f4e8ade2c4d6f028e,0, 
96,alibaba/rax,30253ab1ac14759d221c3d2e6f247b1c2942f272,1,refactor: ci config
97,alibaba/rax,a907228372775a7a2e5e3867c235061688e8a87d,0, 
98,conversejs/converse.js,24ff79144366d4536e3265fb85d28fbbd30f6308,1,Whitespace cleanup  Signed-off-by: Michal Čihař <michal@cihar.com>
99,conversejs/converse.js,c29b88f181092daf11be3164cddcdc8b10cd2869,0, 
100,date-fns/date-fns,bb9fd453d1579e7e99bc0cce56067e1982655e30,1,Clean up Travis CI config
101,date-fns/date-fns,61fe187cbda6bccce8ce1ef844ad1c69ce73b12a,0, 
102,fullcalendar/fullcalendar,657b41710d66a1e77424ebe1cbba1d8ecde71c76,1,clean up travis file indent
103,fullcalendar/fullcalendar,2634db2ce707e1a7b19a4fcfe23a64203b3b5023,0, 
104,netlify/netlify-cms,660ce8687ccc77796e4a5c9d01b7ab0410af448f,1,chore: clean up .travis.yml (#1552)
105,netlify/netlify-cms,21e54de4838d5e8a858dda55085426ada5085d8e,0, 
106,sinonjs/sinon,878e2e8046978cfdcfc506c0903ba3dc491fb2e6,1,clean up travis config
107,sinonjs/sinon,5e49793ae6a41e4961a5d2be57b6368a72227cdb,0, 
108,winstonjs/winston,f7591abaf293bccda3645f187897ed68a304be91,1,"Approach to fixing #1174 (#1294)  * [tiny] Minor whitespace changes for readability / style.  * [fix] Track ""rotatedWhileOpening"" within the File transport and do not attempt to rotate during the open operation. Fixes #1174. [refactor] Require source stream to be provided to _createStream and return the dest stream from _createStream so that the open operation is closed over the two streams. [doc] Add examples/file-maxsize.js to illustrate & ""bless"" the behavior that was failing in #1174.  * [dist fix] Appease the gods of eslint.  * [dist] Allow failures from node@10.  * [refactor] Address comments about consistency in variable naming."
109,winstonjs/winston,282ac5531a016d83a8f3b727b4e4d48df65a7ed3,0, 
110,BOINC/boinc,c2fe28881b1a4ee6466907346e47278bfb74698d,1,Travis: restructure travis configuration  Instead of excluding unwanted jobs this now specifically includes the jobs needed. This allows to run multiple environments or languages within a single repository. This is not fully documented but was confirmed to be supported by Travis via email.  Configuration can be tested on this page: http://config.travis-ci.org/ Original idea came from this blog entry: http://axelnilsson.tech/2017/08/04/travisci-with-multi-language-repository/
111,BOINC/boinc,ad4798a3dd46d434b42ac08958a1a655d63215a9,0, 
112,Elgg/Elgg,f923216614cf7010f7dff512e5766b3650ceff94,1,chore(travis): Clean up scripts and duplicated info
113,Elgg/Elgg,8973b4a0fc66734aaf85f710f703ad88cffe79f7,0, 
114,Rudloff/alltube,96530629be5673b60813181068965c364f440a86,1,style: Cleanup .travis.yml
115,Rudloff/alltube,7a85a0330b701e0b9bea77107f8bdb50983469a8,0, 
116,auth0/auth0-PHP,fe225dcc9ae4c38e3bf2aa5432c726ebc5d63cb5,1,Clean up travis.yml and make sure we test with the lowest version
117,auth0/auth0-PHP,2aff8b89f0bbacaa87c3251e7b1295491d6bdcd1,0, 
118,cytopia/devilbox,34652dc563b9f5f246426cd9e6c92dba61a356cc,1,Restructure travis file
119,cytopia/devilbox,bd05fae22f2e91267e3e16d2dea19d3e695630dc,0, 
120,cytopia/devilbox,92dcc0cec698a72d7cffe1b2863bd62523edfe97,1,Clean up travis file
121,cytopia/devilbox,5a3b90dadd9209fd08418c126447e8a6840eb64a,0, 
122,parse-community/parse-php-sdk,35714904140439732a684d9e7ec9df016bdda05d,1,Travis CI Cache Cleanup Fix (#339)  * Shutdowns the server and clears internal pid file in 'after_script'  * Moved server cleanup into 'script'  as it appears cache uploading occurs before 'after_script'
123,parse-community/parse-php-sdk,f219bfa89af61f5d2c0a115174669402240e42ca,0, 
124,phalcon/forum,c1f21fa47a82ece36c1882c72a1e0200d0c1a9e2,1,Refactor Travis CI config
125,phalcon/forum,32b32c13004908300efce25cefc3837c21d7659b,0, 
126,phalcon/zephir,1cdf8292eb651843342318f68f843ae5ff9af28b,1,Minor CI's config refactor and improvements
127,phalcon/zephir,9c3a8052224ca87b749c0b95788a503407383245,0, 
128,php-curl-class/php-curl-class,eb101bfc995ae216ed0f87df17f47a39cad8dd80,1,Clean up
129,php-curl-class/php-curl-class,8edfb697f41cac5242044120a8cf65860e007f5c,0, 
130,php-curl-class/php-curl-class,49f245af1904c4bafe3e9a8a24dda150975982d1,1,Clean up
131,php-curl-class/php-curl-class,80438d21ab49c13bebbcf671a3f7b42592826687,0, 
132,pkp/ojs,a2dd9489d8a2253072f3a57090f7ff9383642120,1,Clean up Travis scripts
133,pkp/ojs,66044af055a680ff5fa2b4d29be16ac11e83438c,0, 
134,smarty-php/smarty,608dbd0f7f4bfa7800a4c05e59eef2ea3578faa3,1,whitespace cleanup
135,smarty-php/smarty,af1b632a115b41d4d28404bb9968797228c355cc,0, 
136,wallabag/wallabag,5d6f6f56a2a0f72a67c2d3f96eb61986cf821a1e,1,Some cleanup  - travis tabulation - extra namespace definition in entities
137,wallabag/wallabag,18b812b1b905a53c185b3572541b3e90c08b669f,0, 
138,Theano/Theano,b4f3985508892e0939e9e94a4c3e047c95246dbc,1,Clean up the .travis.yml file. All the cd bring us back to the original directory.
139,Theano/Theano,865407561d57024507f5fadf0611ac50985e7539,0, 
140,WeblateOrg/weblate,24ff79144366d4536e3265fb85d28fbbd30f6308,1,Whitespace cleanup  Signed-off-by: Michal Čihař <michal@cihar.com>
141,WeblateOrg/weblate,c29b88f181092daf11be3164cddcdc8b10cd2869,0, 
142,amueller/word_cloud,c08b76d295844e36369eaae825ee76713a21a200,1,"ci: Fix wheel upload  appveyor: * Ensure tags are built specifying regular expression * fix PYPI_* env. variables usage  travis: * Ensure tags are built specifying regular expression * Fix deploy-release using twine executable installed in pyenv  scikit-ci: * to improve readability move ""Cleanup"" at the end of the build step * remove unneeded ""setup.y clean"" step  all: * Do not fail with distributions is already uploaded on PyPI * Support tag having "".postN"" prefix"
143,amueller/word_cloud,5d3cdb5e7be2eb909c546f407b10523a4a8387ee,0, 
144,astropy/astropy,53dd843d7388fdc8ccd965ccbf12a8e44e2d35f2,1,clean up travis.yml tab alignment
145,astropy/astropy,b1b9c80555087d5af8b57d75d176a413ed140171,0, 
146,astropy/astropy,3825f615bac593eab51335f7fe5a6c08a26d79a7,1,clean up .travis.yml
147,astropy/astropy,53dd843d7388fdc8ccd965ccbf12a8e44e2d35f2,0, 
148,astropy/astropy,38d4655cb6271c02ca7a92aa14302af83d8195c4,1,Clean up Travis configuration
149,astropy/astropy,6d33347f290846d81267df9d658290a163253e4a,0, 
150,dipy/dipy,6da5b3a58761b53a1457b8c4f0a10e52aed470b6,1,Trying to clean up the travis yaml.
151,dipy/dipy,b4a0f27290e732276c0d6f4a7b56cb93e09f34d9,0, 
152,django-extensions/django-extensions,0ad61ae76b121344ccd2ad4bbf4af4e4b5b8f70e,1,cleanup  reorganize and more clearly list supported versions
153,django-extensions/django-extensions,ee1c7b9518a9e8f8a4c873d61a21ac7d37d46bea,0, 
154,django-guardian/django-guardian,902bc6dc8df90d1350f0ebfef396378c11f469e3,1,Refactor travis config  It should make it easier to see immediately which combinations are tested.  With support from python 2.7 to 3.7 and Django 1.11 to master it'll be very hard otherwise.  It uses YAML features to avoid DRY.
155,django-guardian/django-guardian,1253e4aba21da261b91d2c18a52cc39232a973ae,0, 
156,googleapis/oauth2client,4823cc900c4b3f8f498db6731d68275f60ecbd4d,1,Clean up test envs.  We have a number of extra envs due to checking two versions of pyopenssl (0.13 and 0.14); this isn't actually necessary  since 0.14 is the one we really care about for the external repo.  This cleans up the cases and names (and drastically shortens `tox.ini`)  but keeps the old envs available for manual testing.
157,googleapis/oauth2client,fb57ec4269f5a7511e0245bafd575641dea901f4,0, 
158,jrnl-org/jrnl,a01fb67c87e11f942adacff036be73d39ecca587,1,[#757] Clean up travis yaml file for readability
159,jrnl-org/jrnl,c6eab97f64e00bed82e0189f0c7049a68e3932cf,0, 
160,jrnl-org/jrnl,1b9748e5ceb6dabc62a8bd05e094143c352bdce2,1,[#757] Clean up travis yaml file for readability
161,jrnl-org/jrnl,8004ef59afc84d91a9cbc9e2516b206ebaf2d4f4,0, 
162,kkroening/ffmpeg-python,faf70b6295afc2891a43ab4269c779da66f686c5,1,#4: clean up travis config
163,kkroening/ffmpeg-python,9929c1618d30b86719a51fe59c844c51a4cb4753,0, 
164,openai/gym,e005451ef60fb4ffe666c3a61e8d2c98350d1f61,1,Clean up .travis.yml
165,openai/gym,f7beddf859b592748e4b1dfb24a5f7837ac3db71,0, 
166,pandas-dev/pandas,5d28f26bb3b2a4fa7adc0808be54d49a70b1589b,1,CI: fix coverage file location  CI: clean up some unused env variables  Author: Jeff Reback <jeff@reback.net>  Closes #15792 from jreback/ci and squashes the following commits:  8100d6d [Jeff Reback] CI: fix coverage file location
167,pandas-dev/pandas,9d3554c26aa85d66cbfe6f481464f1a357af5e12,0, 
168,pantsbuild/pants,c7c06583df9d6337de02f7ea325d6448ebcc1096,1,Fix the S3 upload in the travis deploy. (#4813)  - Without the `skip_cleanup: true` stanza travis does a   `git stash --all` before deploying  which removes the   `build-support/bin/native/s3-upload` dir. - Also fixed spelling of `local-dir` to `local_dir`. Travis   apparently normalizes both to the latter  but we may as   well match what appears in the travis documentation  to   reduce confusion among future readers. - Also added some comments/TODOs  for things that weren't   clear to me as a first-time reader of this code.
169,pantsbuild/pants,7ad822ab839440d225e73da4a2a2f65bd7a42a01,0, 
