,RepoName,CommitId,Redable,CommitMessage
213,ivmai/bdwgc,a1a1c47b063a80802b7fa4a407878484beeab60d,0.0, 
218,jerryscript-project/jerryscript,6b1ed6e021c1380e8cdff41cf6a7a05c541d6b09,1.0,Refactor/simplify .travis.yml (#2090)  Over time  `.travis.yml` grew somewhat organically and became quite complex. With some rewrites  it can set up the Travis CI stages better  and become simpler  more logical  and more maintainable.  The refactoring keeps all existing functionality.  JerryScript-DCO-1.0-Signed-off-by: Akos Kiss akiss@inf.u-szeged.hu
219,jerryscript-project/jerryscript,52ecafc8884fdd129fb98e93001ccc3ad3222aa2,0.0, 
258,littlefs-project/littlefs,c7987a31626a4c6694bdf3492e0ade7f9884677c,1.0,"Restructured .travis.yml to span more jobs  The core of littlefs's CI testing is the full test suite  `make test`  run under a number of configurations:  - Processor architecture:   - x86 (native)   - Arm Thumb   - MIPS   - PowerPC - Storage geometry:   - rs=16   ps=16   cs=64   bs=512   (default)   - rs=1    ps=1    cs=64   bs=4KiB  (NOR flash)   - rs=512  ps=512  cs=512  bs=512   (eMMC)   - rs=4KiB ps=4KiB cs=4KiB bs=32KiB (NAND flash) - Other corner cases:   - no intrinsics   - no inline   - byte-level read/writes   - single block-cycles   - odd block counts   - odd block sizes  The number of different configurations we need to test quickly exceeds the 50 minute time limit Travis has on jobs. Fortunately  we can split these tests out into multiple jobs. This seems to be the intended course of action for large CI ""builds"" in Travis  as this gives Travis a finer grain of control over limiting builds.  Unfortunately  this created a couple issues:  1. The Travis configuration isn't actually that flexible. It allows a    single ""matrix expansion"" which can be generated from top-level lists    of different configurations. But it doesn't let you generate a matrix    from two seperate environment variable lists (for arch + geometry).     Without multiple matrix expansions  we're stuck writing out each test    permutation by hand.     On the bright-side  this was a good chance to really learn how YAML    anchors work. I'm torn because on one hand anchors add what feels    like unnecessary complexity to a config language  on the other hand     they did help quite a bit in working around Travis's limitations.  2. Now that we have 47 jobs instead of 7  reporting a separate status    for each job stops making sense.     What I've opted for here is to use a special NAME variable to    deduplicate jobs  and used a few state-less rules to hopefully have    the reported status make sense most of the time.     - Overwrite ""pending"" statuses so that the last job to start owns the      most recent ""pending"" status    - Don't overwrite ""failure"" statuses unless the job number matches      our own (in the case of CI restarts)    - Don't write ""success"" statuses unless the job number matches our      own  this should delay a green check-mark until the last-to-start      job finishes    - Always overwrite non-failures with ""failure"" statuses     This does mean a temporary ""success"" may appear if the last job    terminates before earlier jobs. But this is the simpliest solution    I can think of without storing some complex state somewhere.     Note we can only report the size this way because it's cheap to    calculate in every job."
259,littlefs-project/littlefs,dcae185a000576fc91c12287149e65b7588e925e,0.0, 
260,littlekernel/lk,e3db4cb8b992a283aabfad7bae621fe90e6273ff,1.0,[travis-ci] clean up the travis.yml file slightly  make it pass travis-lint
261,littlekernel/lk,70c1b1ac9269d7953929701741aa7d918a19a198,0.0, 
296,mruby/mruby,f38e6c63e9bed2aea5dffcf058fca13f7917365b,1.0,Refactor .travis.yml to remove duplicated env: MRUBY_CONFIG.
297,mruby/mruby,8392578216548c01713319df199c7344e056ba24,0.0, 
348,pgbouncer/pgbouncer,10efab54d7ac40361e999469bf410cb056905a65,1.0,"Fix reporting of adns implementation in configure  This was slightly broken by 748c83e5d8b05448725ce8a69213ed620a53d431 in the sense that configure would report both  say  c-ares and evdns as ""yes"" without indication which one would actually be used.  Clean that logic up a bit and report the actually used implementation at the end of configure in a clearer way.  Also improve the documentation in README.md around this.  Also clean up the build matrix in .travis.yml and remove a redundant configuration."
349,pgbouncer/pgbouncer,97b2bbd5640590ca5ed7df63c7cdbbab90c192a7,0.0, 
414,u-boot/u-boot,e7c05b1fda999e5676289386a956dc56df03eec2,1.0,travis: Split the building into two parts  Buildman is used in two ways:  - to build a selection of boards (with no testing) - to build a single board (and run pytest)  The gitlab and azure scrips do this in separate places  but travis does not. To aid the refactoring process and keep the following patches in sync across all three environments  split the code out in travis as well.  Use the buildman -w option for the single board. It is easier to understand since it specifies the output directory directly. Also it avoids needing to look at the internal .bm-work directory.  This initially creates some duplicate code  but by the end of the series we have two completely different build paths with different arguments.  Signed-off-by: Simon Glass <sjg@chromium.org> Reviewed-by: Tom Rini <trini@konsulko.com>
415,u-boot/u-boot,f08c8ef9b7d7cf8bbdb744636f64515ac072569d,0.0, 
510,Dobiasd/frugally-deep,3c2e20df794220524b6dbe25187e46bd8ac6b296,1.0,clean up travis script
511,Dobiasd/frugally-deep,f9f628da82520822fc98b896621ff344f8d8b712,0.0, 
524,FirebaseExtended/firebase-arduino,4d9a4d33bc2f6c5c107bd28d04e3384d97f3f36a,1.0,travis: clean up
525,FirebaseExtended/firebase-arduino,a8bcbb05f4067a589d76f9a96f8f61fc6efaad91,0.0, 
544,MariaDB/server,20ddc1e0864da817a6d7dcb7168838803452e852,1.0,Travis-CI: No-change cleanup of bad syntax in .travis-ci.yml  This is first step in refactoring the Travis-CI file  which had become a mess. This commit has no functional changes  just syntactical cleanup and simplification.  Dependencies list has not changes  it is just sorted alphabetically so it is easier to compare to e.g. debian/control file list.
545,MariaDB/server,ed6168f7cee42dd42a93a7c8a11cb535b11932b2,0.0, 
546,MariaDB/server,a5d73d4d7240a079b53cdb3e7d82985598e0529c,1.0,Travis-CI: Refactor .travis.yml and document  This further simplifies and cleans up the Travis-CI file without making any major functional changes.  With this structure .travis.yml is much easier to read and thanks to the added documentation next developers are less likely to mess it up again as they can more easily see how the jobs matrix work.  Number of jobs: - before: 33 (with 7 ignored) - after:  33 (with 7 ignored)  This partially reverts commits c12609d and 193bc89.  Remove unnecessary dependencies that nothing uses: dpatch libzmq-dev  Install extra build dependencies from a PPA specifically tailored for Travis-CI use and which ensures all architectures are supported (in this case s390x is needed and was not available from mariadb.org repos).  Validated with https://config.travis-ci.com/explore
547,MariaDB/server,20ddc1e0864da817a6d7dcb7168838803452e852,0.0, 
548,MarlinFirmware/Marlin,622048ffb08b716019259e56c97ff07c10a8338e,1.0,Clean up whitespace  trailing space  bad tab conversion  etc.
549,MarlinFirmware/Marlin,65a36948c0bff2889c6e6ed88a153ae666a1acbe,0.0, 
598,RPCS3/rpcs3,ef5225b776c4592d4815ae6134e6174c65542da9,1.0,TravisCI improvements (#2460)  * TravisCI: cleanup indentation  2 spaces for indentation  * TravisCI: make jobs drop to 3  TravisCI allocates 2 cpus per build instance  * TravisCI: move package installation to apt addon block  * TravisCI: make pip install to user directory  Also disable sudo for faster bootup  * TravisCI: expand if condition to multiple lines  Also remove outdated comment
599,RPCS3/rpcs3,48b05838666cc1670ea10d83fe303c3cf1d104d6,0.0, 
678,boostorg/hana,cb94d184405997977d92d7a7e49559ec5d081e5b,1.0,[Travis] Clean up and simplify .travis.yml  - Remove useless allowed failure for Boost trunk  which does not work anyway - Remove Clang 3.7  which is broken now. Will re-enable when Clang 3.7 is released - Use JSON-style YAML lists to reduce vertical whitespace pollution - Rename stdc++ to libstdc++ - Improve the locality of setting CXXFLAGS & related flags - Specify the DEPS_DIR explicitly when exporting PATH - Remove useless `if` guard over LLVM urls - Use multiline strings to simplify if statements - Remove now obsolete calls to `free`  `vmstat` & al
679,boostorg/hana,31c08e11b596f70839ac440716ee6c7618540a51,0.0, 
680,boostorg/hana,f31295a004e019c85a661bd3859aa649703b3949,1.0,[Travis] Add testing on OS X and refactor .travis.yml  Also  - Add a Travis job without Boost - Only test Boost 1.58.0 on one compiler  to reduce the size of the matrix - Reorder the environment variables to prettify the Travis matrix - Add a job to build on Clang trunk  but allow failures
681,boostorg/hana,41c621ba0face4cc73b813d6411eeccc32b65249,0.0, 
718,crankyoldgit/IRremoteESP8266,af1d2a8f8d3808aa58e65aba73037e9ca403b8dc,1.0,Create LGACSend.ino (#289)  examle for controling LG AC  Update LGACSend.ino  General code style cleanups  Lots of white space  indentation and comment fixups. Change a number of 'int's to 'unsigned int's. Ensure temperature can't go below zero.  Add copyright statement.  changes required by crankyoldgit  Add chaeplin copyright  Fix lint errors. Increase baud rate.  More lint/style fixes.
719,crankyoldgit/IRremoteESP8266,1bb484b6c163cae76a877f5fd9ec5dc69a6b3ef8,0.0, 
798,intel-isl/Open3D,6e7b27c556df46c5822c479933e1a0a54ae0dcb6,1.0,clean up travis.yml
799,intel-isl/Open3D,68487f540044626c0b7b752d9fdf9a5b4ed26e77,0.0, 
902,klee/klee,44d0d9bc1f93da603b8e14c9499e086e220f4694,1.0,Clean up travis build scripts a little.
903,klee/klee,9dc94bf1f28eb64b2c02172c47b175c75757699f,0.0, 
910,leanprover/lean,eea7475e57c6c3d28f8a95b69f99044b6712c257,1.0,refactor(.travis.yml): simplify travis config
911,leanprover/lean,3b2bb854be2e65c500ad7433e10a67d8a2c69fc7,0.0, 
946,microsoft/GSL,bec7fa72c1b3474b63d0965ca799cbcd5626bb74,1.0,Clean up and update CI build scripts (#563)  * travis.yml clean up  - Remove trailling spaces - Move notification setting from the bottom to the top - Set Linux as default OS - Simplify cache directory - Add banners around different configurations  * Update CMake installation routine  - Make it depend on variable (easier to update) - Simplify code a bit  * Re-organize build matrix and LLVM install  - make logic depend on a single COMPILER variable - Update LLVM installation process  * Update compilers to latest stable version
947,microsoft/GSL,211e195d8f9dd6fa967a5741387fb5eae1ff351b,0.0, 
962,nest/nest-simulator,657fcac78c497995e906b1099b16bc29c930f343,1.0,Refactoring .travis.yml and build.sh  Reduce the number of apt-get packages to only necessary ones and order by use. Order env.matrix in 'binary' meaningful way. Update whitespace and indentation.
963,nest/nest-simulator,a8e49c437ae3e91d1f874fc999bed376bb5881e6,0.0, 
978,nlohmann/json,46174879efbd6bad0c8d5105429562ab3cb1e9df,1.0,clean up
979,nlohmann/json,5db41313ba4b8652c90af2294871a662387210e9,0.0, 
1014,openthread/openthread,7bc5cb2e5ba428d909d4b5536bd0848f0330dd70,1.0,travis: switch to trusty and clean up travis scripts. (#533)
1015,openthread/openthread,f51b3cb8b76158e1c59df0d842ea572ceaad4f62,0.0, 
1028,percona/percona-server,00a6eb6687d6b3f658b20c8cdd7224bf85b0741a,1.0,PS-3816: refactoring of Travis config file
1029,percona/percona-server,e6c345a7ddd41875f0d83472f6e8e0251aa2a2f8,0.0, 
1036,percona/percona-server,775e42fc8882c1443977ed97010ff0631ce6f3cf,1.0,PS-3816: refactoring of Travis config file (5.6)
1037,percona/percona-server,dc0be35d69569f5aa8ccfedff47c16d0da08c9e2,0.0, 
1066,radareorg/cutter,5032c9104d84ad56e6afe406aa0081b492462fde,1.0,qmake cleanup (#43)  * cleanup: get the include and lib path from r2  * clean up of the main project file  * check if r2 is available  * corrected r2 binary name m(  * qmake error if libr not found  Because the project won't build if r2 or the paths are not found emit an error  * removed comments and unused variable  * Add 'make install' for AppImage  * Use 'make install' in travis build
1067,radareorg/cutter,b2bebb9821a8d4af76d5ebfc9a4217879460d93d,0.0, 
1126,swig/swig,48e61eea1d377c4d45526410c486a81dc47a8c58,1.0,Travis gcc version refactor  Use GCC env variable to hold gcc version to install instead of SWIG_CC and SWIG_CXX.
1127,swig/swig,be019a03ce7df11a748718fb63d47f35a8c297ec,0.0, 
1128,symengine/symengine,fc7fe736381ff7ef43a868597efb467388a4cc26,1.0,Refactor Travis tests  Few changes:      * Don't specify a variable if a default value is used     * The various external library configuration tests are done in the first       section.     * Run most of the tests in out of tree builds  as those should be the       default. Only run a few simple tests in the tree to make sure that things       work.     * The matrix section just tests a simple Release mode with various Python       versions
1129,symengine/symengine,8af766f0d17f489173dde51edf8c3df670eca37d,0.0, 
1336,CellularPrivacy/Android-IMSI-Catcher-Detector,05b95c4fbe08013151562387338bcb057bff1af0,1.0,restructure the travis.yml
1337,CellularPrivacy/Android-IMSI-Catcher-Detector,197b6eeb2439eca9565d0eebf483ae278fcea509,0.0, 
1528,google/data-transfer-project,b02a59d76913556ffa846c6a8a89dca2a42e4497,1.0,Restructure travis.yml to use a single language  java  with some node/angular stuff hacked in. matrix does not seem compatible with deploy script
1529,google/data-transfer-project,db528eff4bca245f389f0b7b68d66dd9852a3216,0.0, 
1542,joscha/play-authenticate,8e0fed68a27470a1e050ba57491e9741c2cd1838,1.0,clean up
1543,joscha/play-authenticate,4552aec9705d25586b25ef3ac3234291e6d8dd76,0.0, 
1558,mockito/mockito,3929cdcfbd4cfd722735372967173c00aea0774b,1.0,Move performRelease step into separate Travis job  Currently  all jobs run this step. However  only one of them actually performs the logic. This means that all jobs are spending ~1 min doing nothing  except the one that actually performs the task at hand.  Since we only merge PRs that are passing the build  we don't actually need to gate our release procedure on passing tests.  All in all  this should reduce our Travis CI build time by about 1 minute per job  and make it clearer that we have a separate release task  as well as cleanup our env declarations.
1559,mockito/mockito,4fd405da2e199a06ca5950af910b102a62d66b21,0.0, 
1588,pgjdbc/pgjdbc,3ee5bbf846730f1c49a6c94ebfc600ae2390bb78,1.0,style: clean up whitespace in .travis.yml  Clean up an extra newline in .travis.yml
1589,pgjdbc/pgjdbc,a6bd36faaedc779f932fa76f52bab9550f0fcd6d,0.0, 
1622,ushahidi/SMSSync,cead1abf04bb508f3bdf96bce785cef273caf953,1.0,Major clean up
1623,ushahidi/SMSSync,b167b1bf7bed4d217ef803766e565102a6d77c19,0.0, 
1624,ushahidi/SMSSync,97b889e94d443e225b7217a98a15ff9f363eca66,1.0,Minor clean up
1625,ushahidi/SMSSync,6a074415c3ec9b7a97c4d13f4e8ade2c4d6f028e,0.0, 
1718,alibaba/rax,30253ab1ac14759d221c3d2e6f247b1c2942f272,1.0,refactor: ci config
1719,alibaba/rax,a907228372775a7a2e5e3867c235061688e8a87d,0.0, 
1776,conversejs/converse.js,24ff79144366d4536e3265fb85d28fbbd30f6308,1.0,Whitespace cleanup  Signed-off-by: Michal Čihař <michal@cihar.com>
1777,conversejs/converse.js,c29b88f181092daf11be3164cddcdc8b10cd2869,0.0, 
1782,date-fns/date-fns,bb9fd453d1579e7e99bc0cce56067e1982655e30,1.0,Clean up Travis CI config
1783,date-fns/date-fns,61fe187cbda6bccce8ce1ef844ad1c69ce73b12a,0.0, 
1814,fullcalendar/fullcalendar,657b41710d66a1e77424ebe1cbba1d8ecde71c76,1.0,clean up travis file indent
1815,fullcalendar/fullcalendar,2634db2ce707e1a7b19a4fcfe23a64203b3b5023,0.0, 
1866,netlify/netlify-cms,660ce8687ccc77796e4a5c9d01b7ab0410af448f,1.0,chore: clean up .travis.yml (#1552)
1867,netlify/netlify-cms,21e54de4838d5e8a858dda55085426ada5085d8e,0.0, 
1934,sinonjs/sinon,878e2e8046978cfdcfc506c0903ba3dc491fb2e6,1.0,clean up travis config
1935,sinonjs/sinon,5e49793ae6a41e4961a5d2be57b6368a72227cdb,0.0, 
1960,winstonjs/winston,f7591abaf293bccda3645f187897ed68a304be91,1.0,"Approach to fixing #1174 (#1294)  * [tiny] Minor whitespace changes for readability / style.  * [fix] Track ""rotatedWhileOpening"" within the File transport and do not attempt to rotate during the open operation. Fixes #1174. [refactor] Require source stream to be provided to _createStream and return the dest stream from _createStream so that the open operation is closed over the two streams. [doc] Add examples/file-maxsize.js to illustrate & ""bless"" the behavior that was failing in #1174.  * [dist fix] Appease the gods of eslint.  * [dist] Allow failures from node@10.  * [refactor] Address comments about consistency in variable naming."
1961,winstonjs/winston,282ac5531a016d83a8f3b727b4e4d48df65a7ed3,0.0, 
1992,BOINC/boinc,c2fe28881b1a4ee6466907346e47278bfb74698d,1.0,Travis: restructure travis configuration  Instead of excluding unwanted jobs this now specifically includes the jobs needed. This allows to run multiple environments or languages within a single repository. This is not fully documented but was confirmed to be supported by Travis via email.  Configuration can be tested on this page: http://config.travis-ci.org/ Original idea came from this blog entry: http://axelnilsson.tech/2017/08/04/travisci-with-multi-language-repository/
1993,BOINC/boinc,ad4798a3dd46d434b42ac08958a1a655d63215a9,0.0, 
2006,Elgg/Elgg,f923216614cf7010f7dff512e5766b3650ceff94,1.0,chore(travis): Clean up scripts and duplicated info
2007,Elgg/Elgg,8973b4a0fc66734aaf85f710f703ad88cffe79f7,0.0, 
2064,Rudloff/alltube,96530629be5673b60813181068965c364f440a86,1.0,style: Cleanup .travis.yml
2065,Rudloff/alltube,7a85a0330b701e0b9bea77107f8bdb50983469a8,0.0, 
2138,auth0/auth0-PHP,fe225dcc9ae4c38e3bf2aa5432c726ebc5d63cb5,1.0,Clean up travis.yml and make sure we test with the lowest version
2139,auth0/auth0-PHP,2aff8b89f0bbacaa87c3251e7b1295491d6bdcd1,0.0, 
2164,cytopia/devilbox,34652dc563b9f5f246426cd9e6c92dba61a356cc,1.0,Restructure travis file
2165,cytopia/devilbox,bd05fae22f2e91267e3e16d2dea19d3e695630dc,0.0, 
2166,cytopia/devilbox,92dcc0cec698a72d7cffe1b2863bd62523edfe97,1.0,Clean up travis file
2167,cytopia/devilbox,5a3b90dadd9209fd08418c126447e8a6840eb64a,0.0, 
2290,parse-community/parse-php-sdk,35714904140439732a684d9e7ec9df016bdda05d,1.0,Travis CI Cache Cleanup Fix (#339)  * Shutdowns the server and clears internal pid file in 'after_script'  * Moved server cleanup into 'script'  as it appears cache uploading occurs before 'after_script'
2291,parse-community/parse-php-sdk,f219bfa89af61f5d2c0a115174669402240e42ca,0.0, 
2300,phalcon/forum,c1f21fa47a82ece36c1882c72a1e0200d0c1a9e2,1.0,Refactor Travis CI config
2301,phalcon/forum,32b32c13004908300efce25cefc3837c21d7659b,0.0, 
2310,phalcon/zephir,1cdf8292eb651843342318f68f843ae5ff9af28b,1.0,Minor CI's config refactor and improvements
2311,phalcon/zephir,9c3a8052224ca87b749c0b95788a503407383245,0.0, 
2318,php-curl-class/php-curl-class,eb101bfc995ae216ed0f87df17f47a39cad8dd80,1.0,Clean up
2319,php-curl-class/php-curl-class,8edfb697f41cac5242044120a8cf65860e007f5c,0.0, 
2322,php-curl-class/php-curl-class,49f245af1904c4bafe3e9a8a24dda150975982d1,1.0,Clean up
2323,php-curl-class/php-curl-class,80438d21ab49c13bebbcf671a3f7b42592826687,0.0, 
2346,pkp/ojs,a2dd9489d8a2253072f3a57090f7ff9383642120,1.0,Clean up Travis scripts
2347,pkp/ojs,66044af055a680ff5fa2b4d29be16ac11e83438c,0.0, 
2376,smarty-php/smarty,608dbd0f7f4bfa7800a4c05e59eef2ea3578faa3,1.0,whitespace cleanup
2377,smarty-php/smarty,af1b632a115b41d4d28404bb9968797228c355cc,0.0, 
2438,wallabag/wallabag,5d6f6f56a2a0f72a67c2d3f96eb61986cf821a1e,1.0,Some cleanup  - travis tabulation - extra namespace definition in entities
2439,wallabag/wallabag,18b812b1b905a53c185b3572541b3e90c08b669f,0.0, 
2500,Theano/Theano,b4f3985508892e0939e9e94a4c3e047c95246dbc,1.0,Clean up the .travis.yml file. All the cd bring us back to the original directory.
2501,Theano/Theano,865407561d57024507f5fadf0611ac50985e7539,0.0, 
2504,WeblateOrg/weblate,24ff79144366d4536e3265fb85d28fbbd30f6308,1.0,Whitespace cleanup  Signed-off-by: Michal Čihař <michal@cihar.com>
2505,WeblateOrg/weblate,c29b88f181092daf11be3164cddcdc8b10cd2869,0.0, 
2524,amueller/word_cloud,c08b76d295844e36369eaae825ee76713a21a200,1.0,"ci: Fix wheel upload  appveyor: * Ensure tags are built specifying regular expression * fix PYPI_* env. variables usage  travis: * Ensure tags are built specifying regular expression * Fix deploy-release using twine executable installed in pyenv  scikit-ci: * to improve readability move ""Cleanup"" at the end of the build step * remove unneeded ""setup.y clean"" step  all: * Do not fail with distributions is already uploaded on PyPI * Support tag having "".postN"" prefix"
2525,amueller/word_cloud,5d3cdb5e7be2eb909c546f407b10523a4a8387ee,0.0, 
2528,astropy/astropy,53dd843d7388fdc8ccd965ccbf12a8e44e2d35f2,1.0,clean up travis.yml tab alignment
2529,astropy/astropy,b1b9c80555087d5af8b57d75d176a413ed140171,0.0, 
2530,astropy/astropy,3825f615bac593eab51335f7fe5a6c08a26d79a7,1.0,clean up .travis.yml
2531,astropy/astropy,53dd843d7388fdc8ccd965ccbf12a8e44e2d35f2,0.0, 
2536,astropy/astropy,38d4655cb6271c02ca7a92aa14302af83d8195c4,1.0,Clean up Travis configuration
2537,astropy/astropy,6d33347f290846d81267df9d658290a163253e4a,0.0, 
2630,dipy/dipy,6da5b3a58761b53a1457b8c4f0a10e52aed470b6,1.0,Trying to clean up the travis yaml.
2631,dipy/dipy,b4a0f27290e732276c0d6f4a7b56cb93e09f34d9,0.0, 
2636,django-extensions/django-extensions,0ad61ae76b121344ccd2ad4bbf4af4e4b5b8f70e,1.0,cleanup  reorganize and more clearly list supported versions
2637,django-extensions/django-extensions,ee1c7b9518a9e8f8a4c873d61a21ac7d37d46bea,0.0, 
2638,django-guardian/django-guardian,902bc6dc8df90d1350f0ebfef396378c11f469e3,1.0,Refactor travis config  It should make it easier to see immediately which combinations are tested.  With support from python 2.7 to 3.7 and Django 1.11 to master it'll be very hard otherwise.  It uses YAML features to avoid DRY.
2639,django-guardian/django-guardian,1253e4aba21da261b91d2c18a52cc39232a973ae,0.0, 
2704,googleapis/oauth2client,4823cc900c4b3f8f498db6731d68275f60ecbd4d,1.0,Clean up test envs.  We have a number of extra envs due to checking two versions of pyopenssl (0.13 and 0.14); this isn't actually necessary  since 0.14 is the one we really care about for the external repo.  This cleans up the cases and names (and drastically shortens `tox.ini`)  but keeps the old envs available for manual testing.
2705,googleapis/oauth2client,fb57ec4269f5a7511e0245bafd575641dea901f4,0.0, 
2764,jrnl-org/jrnl,a01fb67c87e11f942adacff036be73d39ecca587,1.0,[#757] Clean up travis yaml file for readability
2765,jrnl-org/jrnl,c6eab97f64e00bed82e0189f0c7049a68e3932cf,0.0, 
2766,jrnl-org/jrnl,1b9748e5ceb6dabc62a8bd05e094143c352bdce2,1.0,[#757] Clean up travis yaml file for readability
2767,jrnl-org/jrnl,8004ef59afc84d91a9cbc9e2516b206ebaf2d4f4,0.0, 
2778,kkroening/ffmpeg-python,faf70b6295afc2891a43ab4269c779da66f686c5,1.0,#4: clean up travis config
2779,kkroening/ffmpeg-python,9929c1618d30b86719a51fe59c844c51a4cb4753,0.0, 
2868,openai/gym,e005451ef60fb4ffe666c3a61e8d2c98350d1f61,1.0,Clean up .travis.yml
2869,openai/gym,f7beddf859b592748e4b1dfb24a5f7837ac3db71,0.0, 
