ID,RepoName,CommitId,Redable,CommitMessage
26,DeviationTX/deviation,346c485d1ad209295c9272f0f13d8c117ff5e70e,1,Cleanup travis build to only setup needed pre-requisites and cleanly support deployong with API/Cron
27,DeviationTX/deviation,75bd84102cac7c7ff370e52d9c621435a2549bc3,0, 
28,FALCONN-LIB/FALCONN,353ab32eeee090d392b98f38384f5134aea81944,1,clean up Travis config
29,FALCONN-LIB/FALCONN,12d11ea117dcefb1996626e7c8374dd6e34542d9,0, 
30,FluidSynth/fluidsynth,6ddf9448e330b26eb1213f0c86ac37960babc2ab,1,cleanup travis
31,FluidSynth/fluidsynth,bd24c2f1f12eb037f906d0b69519e433ff5e214c,0, 
32,FluidSynth/fluidsynth,c0ff5a0af1d699834d080d3aee929c6c43b2e29a,1,Optimize Travis and AppVeyor CI builds (#451)  * cleanup unneeded compiler variations (now builds in 7 min rather than 13 min) * Windows:   * use VS2017 for vcpkg  VS2015 for manual build * Linux:   * install alsa  jack  pulse  portaudio  ladspa  libsndfile for all builds * MacOSX:   * use AppleClang   * reorder macosx build in between linux build  as macosx usually takes longer to build  allowing to make better use of build time (via pipelining)   * switch to XCode10  enabling TravisCI to support CoreAudio and CoreMidi
33,FluidSynth/fluidsynth,3d94d012255be3747633f4d816c02ad070cd5ede,0, 
34,FreeRDP/Remmina,72224beb722b8a742d1e39ef860a59dd644527cb,1,Gcrypt needs refactoring
35,FreeRDP/Remmina,479c11c92cb92597e4a7b5e63a9dc7dfd6e8c069,0, 
36,Freescale/u-boot-fslc,bb9a76ea67fe9b85961b50d9f95b772d6859edaa,1,travis: build HTML docs  Several patches delivered incorrect restructured text as documentation. We should be able to discover this in Travis CI.  Provide a build step for 'make htmldocs'.  Add required package graphviz.  Signed-off-by: Heinrich Schuchardt <xypron.glpk@gmx.de> Reviewed-by: Bin Meng <bmeng.cn@gmail.com>
37,Freescale/u-boot-fslc,f36f15b64b65f949ea0afe781fefe93c2e803ebd,0, 
38,Freescale/u-boot-fslc,e7c05b1fda999e5676289386a956dc56df03eec2,1,travis: Split the building into two parts  Buildman is used in two ways:  - to build a selection of boards (with no testing) - to build a single board (and run pytest)  The gitlab and azure scrips do this in separate places  but travis does not. To aid the refactoring process and keep the following patches in sync across all three environments  split the code out in travis as well.  Use the buildman -w option for the single board. It is easier to understand since it specifies the output directory directly. Also it avoids needing to look at the internal .bm-work directory.  This initially creates some duplicate code  but by the end of the series we have two completely different build paths with different arguments.  Signed-off-by: Simon Glass <sjg@chromium.org> Reviewed-by: Tom Rini <trini@konsulko.com>
39,Freescale/u-boot-fslc,f08c8ef9b7d7cf8bbdb744636f64515ac072569d,0, 
40,JHUISI/charm,3ab4e30c9ff66d7d47db5f5e84322a6ecf84a647,1,Cleanup and test under multiple python versions
41,JHUISI/charm,beddb76dc899a78b318f32dabbff7eb130dfafef,0, 
42,MoarVM/MoarVM,e82982e3dce677090433ba54e21877001589927f,1,Clean up and add some comments to .travis.yml
43,MoarVM/MoarVM,b2d0914354771fe972c3cc60e420f7d56710f316,0, 
44,NetHack/NetHack,3cdf70bfb90d7834790b6ffbcc6f4df6193614d7,1,clean up the X11 settings in .travis.yml
45,NetHack/NetHack,876a68e1f76ae803a16334382f2ade155df591ec,0, 
46,OISF/suricata,a472dec865c0cc57b81c394133f4e15c373d98c8,1,travis-ci: update for minimum Rust version of 1.33.  Plus: - Set latest known working stable Rust to 1.37.0. - Remove test for --disable-rust  as that as option is   not respected anymore. - Add test for old/unsupported version of Rust to make   sure ./configure fails. - Other minor cleanups.
47,OISF/suricata,8f66f39b29ff438d8caaf813f5486efc707595fb,0, 
48,OP-TEE/optee_os,a0a7d92c0ebc7d4fc82608ec408ed01f99de32a4,1,ci: travis: cleanup for Ubuntu Trusty container-based environment  Now that the Travis container-based environment is running Ubuntu Trusty (14.04)  some downloads and build steps are not needed anymore. Use the tools that come with the distribution instead.  Signed-off-by: Jerome Forissier <jerome.forissier@linaro.org> Acked-by: Jens Wiklander <jens.wiklander@linaro.org>
49,OP-TEE/optee_os,dfbba4149b46986898b9458c7c67f1b103786e74,0, 
50,OpenDUNE/OpenDUNE,46e30538e9935d0de4a2a4a964ea1920507e7a48,1,cleanup
51,OpenDUNE/OpenDUNE,6ea053a62d3c86aabe31189cf0d60237a397d4f7,0, 
52,OpenVPN/openvpn-gui,19f4d65bb8dfb904223f31b4c406812b9e8dec01,1,.travis.yml cleanup
53,OpenVPN/openvpn-gui,80ed8b71f863284775bc34ee4ec5427a4ec2cb34,0, 
54,OpenVPN/openvpn,c5108260b3699ab01638452ef3c9bef5193e265a,1,"travis-ci: cleanup  refactor  upgrade ssl libraries  Both ""compiler"" and ""exclude"" are redundant  so remove them. Add openssl-1.0.1u to build matrix. Enable explicit apt update (it was disabled by default in travis-ci).  Signed-off-by: Ilya Shipitsin <chipitsine@gmail.com>  -- v2: Add openssl-1.0.1u to build matrix (thanks to Steffan Karger)  Add explicit apt-get update (it was disabled by default in travis-ci) Acked-by: Steffan Karger <steffan.karger@fox-it.com> Message-Id: <20180527190057.3488-1-chipitsine@gmail.com> URL: https://www.mail-archive.com/openvpn-devel@lists.sourceforge.net/msg16898.html  Signed-off-by: Gert Doering <gert@greenie.muc.de>"
55,OpenVPN/openvpn,611fcbc487292054306767a76e727aea4e593725,0, 
56,OpenVSP/OpenVSP,9eef58c8009a1ee80968ccee7a79dc82f0692f50,1,Clean up redundant variables  VSP_USE_SYSTEM_XXXX Default to false  no need to pass false.  Keep cpptest=false as it seemed to cause build problems.
57,OpenVSP/OpenVSP,d1514acf887d49c7ceb02e1414f2b745bcd25e0c,0, 
58,PyTables/PyTables,71314ac6c5b9617ecf772bb2f1f8e10f83292f16,1,Travis CI: test against python 3.8-dev  Add python 3.8 dev to travis Cleanup .travis.yml: Use xenial for all builds
59,PyTables/PyTables,50dc721ab50b56e494a5657e9c8da71776e9f358,0, 
60,SRombauts/SQLiteCpp,9d4829ab1eb624c91c2e5d3f07697f25af19733c,1,Cleanup and improvement to build script   - no googletest on appveyor as cloning this submodule does not wordk
61,SRombauts/SQLiteCpp,ef974c2be686e126ec1062ec8eea0dc7f4540e9b,0, 
62,SRombauts/SQLiteCpp,b99e8c62e9a8c04c9077eccd65589e1b4e75ecec,1,Cleanup Travis CI configuration
63,SRombauts/SQLiteCpp,da725ed1cfe4b5e91b2abc5d59830287753dde37,0, 
64,SoftEtherVPN/SoftEtherVPN,8baead6042bd4310ed63686a1de47f30ea8e0312,1,"refactor travis-ci: (#530)  osx does not come with gcc  actually it is clang. so  remove it. move debhelper installation to ""apt"" plugin (it will affect only linux). add otool (which is ldd equivalent) on osx. split ""before_install""  ""script"" into matrix"
65,SoftEtherVPN/SoftEtherVPN,6ffb9db01b099bc7732281d71767ddfbb76ad3d0,0, 
66,ThingPulse/esp8266-oled-ssd1306,102bb14114f342363addda699cd1a0e5eac58270,1,Clean up display2 init
67,ThingPulse/esp8266-oled-ssd1306,8fc51db03a5a2778b994f750c1ee6ff9929c736b,0, 
68,Unidata/netcdf-c,26e4f04a78650c2f84a068418d7bc3391e8a5793,1,Refactoring build matrix.
69,Unidata/netcdf-c,b2b2200c469bb9c5b74a25dd13e48e214ce31ad6,0, 
70,VirusTotal/yara,cfecd1105394d2697c95911786c947737e477bac,1,"Do ""make clean"" before ""make""  Travis-CI tests are failing because of object files generated by previous builds. Let's do a cleanup before each build."
71,VirusTotal/yara,9be9bb3737a7e316d6e90770c52a9bbc5138f5a7,0, 
72,adrienverge/openfortivpn,ac5c083222008b761943bc9948b00f4c100fd302,1,Refactor Travis CI integration  Up until now  Travis integration has been specified inline in configuration file  which is not optimal.  This commit refactors this integration by splitting out the installation of astyle requirement into separate script that is cache aware. Installation is now also done into separate cache folder that can be also used by other dependencies.
73,adrienverge/openfortivpn,fe528dca3769be04d6400b539ad379aae0d5f399,0, 
74,alibaba/GCanvas,c2649166cc7ebb3e162d5f174ffa99eb1aff77c2,1,m:refactor mainOffScreen.cpp and travis.yml
75,alibaba/GCanvas,6080558df93d80403316095b5628cfe1180c0d49,0, 
76,analogdevicesinc/libiio,fc4961f681ced6ece8c2760602a3e6f6bdfc35e4,1,.travis.yml: unify EXTRA_SSH env var  This has mostly cleanup value. Since it's duplicated everywhere  it may make sense to just move the EXTRA_SSH to a global place  and not duplicate it anymore.  Signed-off-by: Alexandru Ardelean <alexandru.ardelean@analog.com>
77,analogdevicesinc/libiio,04d52b2c632f15212be0ca95a1c973eb9d456c4e,0, 
78,anholt/libepoxy,91b4e75c6540d85efc2dc115b7915bae7bfd8bdf,1,Restructure the TravisCI script  The script should only run the tests; the base Docker image pull  as well as the CI image build  should be performed in the preparation stage.
79,anholt/libepoxy,e59cc63273f138fa7a2473dfb34dd1984d29e555,0, 
80,apache/mynewt-core,6455ee75ba04ccfebd9f3fdaa3ebfc6c2f3f95b6,1,Refactor .travis.yml
81,apache/mynewt-core,820a973cce6549606de351783741a07273b16cce,0, 
82,aquynh/capstone,63913ef3f688abad0f70da3a35d906ba9d891b44,1,cleanup travis and use environment variables
83,aquynh/capstone,c745e64573d21b4b23eeea69cee06d3f8249e1bf,0, 
84,aquynh/capstone,99e303bdd4925521bf31a6bb47e1f3ed509bbee7,1,"Revert ""cleanup travis and use environment variables""  This reverts commit 63913ef3f688abad0f70da3a35d906ba9d891b44."
85,aquynh/capstone,c1dbc8a42ec7fe66407d5c1b7d260519fa999be7,0, 
86,aquynh/capstone,20343cc03b014817ddd62844c8671ade5ec7b35a,1,cleanup travis and use environment variables (#1021)  * cleanup travis and use environment variables  * use global to prevent matrix expansion
87,aquynh/capstone,a1eeb6fdfa01584cfe6e52cd9194559bbb5390d4,0, 
88,aquynh/capstone,9361378e8543d312ed22285114a9ad5598f41b2b,1,Cleanup build process (#1140)  * Cleanup build process  avoiding bash subshells (which happen in for loops) because they like to selectively inherit environment variables  * address restrictions of osx sip  see https://github.com/nteract/nteract/issues/1523#issuecomment-284027093
89,aquynh/capstone,5e184ec3c7fe3b3333639f4962762cce4e971888,0, 
90,astropy/astropy,53dd843d7388fdc8ccd965ccbf12a8e44e2d35f2,1,clean up travis.yml tab alignment
91,astropy/astropy,b1b9c80555087d5af8b57d75d176a413ed140171,0, 
92,astropy/astropy,3825f615bac593eab51335f7fe5a6c08a26d79a7,1,clean up .travis.yml
93,astropy/astropy,53dd843d7388fdc8ccd965ccbf12a8e44e2d35f2,0, 
94,astropy/astropy,7f3c7e87ddef4464f2651de5510309ece0d0e429,1,clean up sphinx build so travis will be happy
95,astropy/astropy,da8d4b6805d7df0d0999cf40e6c8c0c32dafcb79,0, 
96,astropy/astropy,62ff513c83541eacaf5ca7dc37d7511b222cd055,1,Cleanup of .travis.yml of a left-over Python 3.3 item [skip ci].
97,astropy/astropy,bf1d021c13fbdbc76ecd7f09911887c005dbf5c9,0, 
98,astropy/astropy,38d4655cb6271c02ca7a92aa14302af83d8195c4,1,Clean up Travis configuration
99,astropy/astropy,6d33347f290846d81267df9d658290a163253e4a,0, 
100,astropy/astropy,0603ea338245876d18343c52ded8675fc6f8ede8,1,Further cleanup to CI configuration and fixed a typo in the docs
101,astropy/astropy,2bd893f9319e2f496066f0c156338195a8464086,0, 
102,astropy/astropy,8db88bf8e23dce8f05773c195bdf5e7d8f8a35bf,1,Clean up cron settings for Travis
103,astropy/astropy,4c45331aa341bfbd8ff6abb8e48d6f92dc36b2be,0, 
104,axboe/fio,be90946e4efe2c6666106e376eb51562a926ddd7,1,travis: add 32 bit build  minor updates and cleanups  - Rejig the Travis file so it does a 32 bit Linux build (albeit on a 64   bit system). GlusterFS is only installed on 64 bit Linux because the   32 bit deb tries to pull in psmisc:i386 which conflicts with the   regular (64 bit) psmisc. The clang 32 bit build works fine but only   the gcc 32 bit build is done to reduce the number of builds for now. - Minor reformatting to make it a bit easier to read the shell script   (but behind the scenes it's still all squashed on to one line). - Stop apt from installing/upgrading non-essential packages so as to   reduce build time. - Make OSX build use a newer Xcode.
105,axboe/fio,07dff7d1d614b33e3a6d3e3ade38ce648b53a632,0, 
106,betaflight/betaflight,1433a6e1f87b11b11849ec1b520762535efd3266,1,cleanup  prepare for a pr
107,betaflight/betaflight,e6006232c80f05039983cb414bb855591d844054,0, 
108,bperez77/xilinx_axidma,2fec4f00a8641f103664e1612517b452774179e4,1,Fixed an issue with the Travis CI file.  The issue was that is was missing a navigation back up to the parent directory  so it was not actually building the driver. Also  some minor cleanup was done.
109,bperez77/xilinx_axidma,b7d2ea0264591b61c876e1d5be7efbe28d1f0b84,0, 
110,cetic/6lbr,42421825884b5aaa52fbe1331b23bacaaaf347ee,1,"Clean up script commands in .travis.yml.  Besides general whitespace and quoting cleanup  commands that test variables were changed from:   [ $B = a ] && command || true to   if [ $B = a ] ; then command ; fi This form correctly returns the exit code of ""command""."
111,cetic/6lbr,784b20c04d299ccb7a7fb9d3c90aa31dff3bf520,0, 
112,citusdata/cstore_fdw,f3a56bbaf78b5d77fe543a08f1ed0f1064f717bb,1,Enable uploading coverage during Travis build  Uses [cpp-coveralls][] to upload coverage information to the (free for open source projects) [coveralls.io][]. This requires a few things:    * Setting `enable_coverage` to `yes` to produce `gcno` files   * Installing the coveralls command via `pip`   * Allowing `postgres` to write `gdca` files to our checked-out code   * Allowing our own user to read these files once created   * Uploading the coverage data to coveralls  This is a bit ugly at the moment but hopefully this comment illuminates what's being done. We'll clean up when we have more projects using this service.  [cpp-coveralls]: https://github.com/eddyxu/cpp-coveralls [coveralls.io]: https://coveralls.io/
113,citusdata/cstore_fdw,0a988d637dd3bdb6a053d986f9e030df0712f99b,0, 
114,cksystemsteaching/selfie,046b0a6669e7544c066db4fa28a9a94d9232f5c5,1,Travis cleanup
115,cksystemsteaching/selfie,cfa28a22b93dce070c16992233b74dbbf8237271,0, 
116,cleanflight/cleanflight,1433a6e1f87b11b11849ec1b520762535efd3266,1,cleanup  prepare for a pr
117,cleanflight/cleanflight,e6006232c80f05039983cb414bb855591d844054,0, 
118,client9/libinjection,1a4d1cce68230dfc9b0afc79ea654297158c4154,1,cleanup travis
119,client9/libinjection,3eaf630345d8c4a55e5e5196c5db9b2f786b1bc0,0, 
120,cs50/libcs50,557667feb5e17a2853744285fee5675c07c8b45b,1,remove skip_cleanup
121,cs50/libcs50,133c1aed6d10ceec7b59b3dfb08799d95dcf7bff,0, 
122,cs50/libcs50,cc3453818d91f2d13680ccbaaf63dc595cd16607,1,"Revert ""remove skip_cleanup""  This reverts commit 557667feb5e17a2853744285fee5675c07c8b45b."
123,cs50/libcs50,ca34d24cc9e07ca483864ceac25dfe80b1d3f1d2,0, 
124,curl/curl,2c598cc77822b27eef5ee6c2810ed6da49ff95bf,1,travis: upgrade to bionic  clang-9  improve readability  Changes  partially to reduce build failures from external dependencies:  - Upgrade Ubuntu and drop unnecessary third-party repos.  - Properly clone apt config to ensure retries.  - Upgrade to clang-9 from the standard repos.  - Use Ubuntu 20.04 focal for the libssh build  use of ssh_get_publickey    fails on -Werror=deprecated-declarations in Ubuntu 18.04. Do not use    focal everywhere yet since Travis CI has not documented this option.    In focal  python-impacket (Py2.7) has been removed  leaving only    python3-impacket. Since it is only needed for SMB tests and not SSH     skip it for the libssh job since it might need more work.  - apt: Remove gcc-8 and libstdc++-8-dev  already installed via g++-8.  Non-functional cleanups:  - Simplify test matrix  drop redundant os and compiler keys.  - Deprecation fixes: remove sudo  rename matrix -> jobs.  - Every job has an 'env' key  put this key first in a list item.  Closes #5370
125,curl/curl,1753e4140b1eea1b26a9bab61cd36a645a9ba1fe,0, 
126,davatorium/rofi,50f9683c990c7791d675150f227195b893816755,1,travis.yml: Style cleanup  Signed-off-by: Quentin Glidic <sardemff7+git@sardemff7.net>
127,davatorium/rofi,8329a801a23cbebaed85d146745df6e3634ad481,0, 
128,davatorium/rofi,a1c877e680a5b63cfd7daaf55d244403c92656e1,1,travis: Cleanup  Signed-off-by: Quentin Glidic <sardemff7+git@sardemff7.net>
129,davatorium/rofi,bc295bddd56040569ff33d2de450b8e83f68e3be,0, 
130,davatorium/rofi,8320ae43b11ab92bc68c0acfb755b9b65b6c261a,1,fix: Fix Travis CI builds and (some) tests  https://config.travis-ci.com/explore recommendations:   * Set the `os` key   * Removes the `sudo` key  Fixes:   * Missing dependencies  Cleanups:   * Set `build_command_prepend` and `build_command` to match the process     performed by the before_script and script.   * Removed unnecessary apt package dependencies.   * Ran the file through prettier (https://prettier.io/).  Enhancements:   * Bumps dist to Ubuntu 18.04 (Bionic)     * This bump allows us to install a few packages that were previously       installed manually.   * Added a Clang build.  TODOs:   * X11 tests are broken. I've commented them out for the time being.
131,davatorium/rofi,9a3d4b1d2ecbc0746c49ca7d822a17e8a5c44f44,0, 
132,davatorium/rofi,80fc8e16b2c4294e7ee282f7e1f5bce88c3129d7,1,Fix Travis CI builds (#1107)  * fix: Fix Travis CI builds and (some) tests  https://config.travis-ci.com/explore recommendations:   * Set the `os` key   * Removes the `sudo` key  Fixes:   * Missing dependencies  Cleanups:   * Set `build_command_prepend` and `build_command` to match the process     performed by the before_script and script.   * Removed unnecessary apt package dependencies.   * Ran the file through prettier (https://prettier.io/).  Enhancements:   * Bumps dist to Ubuntu 18.04 (Bionic)     * This bump allows us to install a few packages that were previously       installed manually.   * Added a Clang build.  TODOs:   * X11 tests are broken. I've commented them out for the time being.  * Create multiple jobs  Jobs (4 total):   Compilers:     * Clang     * GCC   Build tools:     * Autotools     * Meson  Enhancements: * DRY out the CI config.  Failure (seemingly related to `check`?) here: https://travis-ci.org/github/davatorium/rofi/jobs/680265096#L1125  * [Travis] More debug output  * [Travis] Add ldconfig  * [Travis] try to fix doxy tests.  * [Travis] Try to fix doxygen stuff.  * [Travis] Trying to fix meson doxy gen tests.  * Minor cleanups  Co-authored-by: Dave Davenport <qball@gmpclient.org>
133,davatorium/rofi,86cdcae55b4e8cbfaa3bbcd0c65eb5ea926a096d,0, 
134,facebook/openbmc,9f94e6208b0ab7f879c6fd35b9c1430f1ed09a64,1,travis-ci: refactor steps to simplify travis.yml  Summary: Move any multi-line travis.yml call into separate shell scripts to clean up.  Include a small change to defer sstate fetching until we determine we are going to build a particular machine (which saves time on machines we determine do not need to be built).  Test Plan: PR to openbmc/openbmc to trigger Travis  Reviewed By: zhdaniel12  fbshipit-source-id: 4d087a70bc
135,facebook/openbmc,4682ffcbb0fe16ab21bd05a03af50125e6fab640,0, 
136,facebook/zstd,79e83d1c169719aba67d4cb0b636873010ec4d5b,1,refactor travis CI test  to add a `make all` target with gcc-6. Note : should fail at this stage  due to contrib/seekable_format
137,facebook/zstd,30ee23e9057be4889fe9174973d34653bcefc6d1,0, 
138,fontforge/fontforge,66218711baedab87629f9e846bc19ca77c2099ff,1,cleanup for merge.
139,fontforge/fontforge,681b34eca206b36999ab7d1909d00ec004f15282,0, 
140,fontforge/fontforge,2e60fd8b1b4bf52b5ca82294caedc6d5c951b6db,1,Travis: Don't stash on deploy  https://docs.travis-ci.com/user/deployment#Uploading-Files-and-skip_cleanup
141,fontforge/fontforge,54b95e293e04394d3affa2353fe984be119ace6d,0, 
142,fontforge/fontforge,27d2bd812e27dc7b8b98afbee7cc88d952ff8728,1,Some further appimage cleanup
143,fontforge/fontforge,17e35844d6bfd37ed03963a9afc495263e0142ea,0, 
144,gambit/gambit,08730be98e86d15eae9da5e5de8cf1d2f9c353f0,1,Some cleanups to new boot process  Use git archive instead of git clone and git checkout for most-recent-release.  Reuse a same single directory for wip-compiler  since only the gsc-boot matters from the most-recent-release after it's built in one step.  Simplify some shell scripting.  Update .travis.yml.  Note: this commit patches b9c6995.
145,gambit/gambit,ea515e52a4d637abe5d93ff5ecb6ac0442e7bdc0,0, 
146,geany/geany,8184f91a8fdf6869775f20acc907e6573354c40b,1,Make GTK3 build default  and GTK2 build optional  * Replace `--enable-gtk3` with `--enable-gtk2` * Update Travis CI builds * Change `cross-build-mingw.sh` default to GTK3 and cleanup a little  After this commit it will be required to pass `--enable-gtk2` to the Autoconf script in order to build with GTK+2  otherwise GTK+3 will be required.
147,geany/geany,f6624c69df64628f4e5fd65c45b9670c672ed495,0, 
148,geohot/qira,5d1d3f40bcc75ba45a9355fe580c11c9af73083e,1,clean up install process
149,geohot/qira,58480ddc648d735adf9dcacef961c176d9409179,0, 
150,ggreer/the_silver_searcher,23b9d8ecfd5a4adb99ef60aceb4ba9f767390ac0,1,Clean up steps to download and extract llvm+clang.
151,ggreer/the_silver_searcher,52b8d5b361ebc160f97eb8cdd778c9ef46d9fcc3,0, 
152,glennrp/libpng,3676fd324a8920930f1ee66248e3119d30c7c9a2,1,"ci: Add a new top-level directory  dedicated for CI verification  Update the ci_*.sh scripts and move them to the more conventional ci/ directory. Update .appveyor.yml and .travis.yml  as well as the AUTHORS file  accordingly.  Speed up ci_cmake.sh: add ""-DPNG_TESTS=OFF"" to the list of CMake variables if CI_NO_TEST is true.  Remove ""sudo: false"" from .travis.yml.  Refactor .appveyor.yml."
153,glennrp/libpng,28c0f8895e4ac270b56b5c7e8089dd2417bc4e3c,0, 
154,gpac/gpac,6bbb2ab494d9107fe2e1b10bb6267013bf88df83,1,Cleanup unused env vars
155,gpac/gpac,2fa522a41827c421567570cdcf4884d1ac25347a,0, 
156,gpac/gpac,1eb497076b79f343b1527094ed5c6e6ec816fe49,1,trying to cleanup travis yml
157,gpac/gpac,30d9293684c8e7393115ab1fcb72e9fc93e766fe,0, 
158,gpac/gpac,6432c19f8a97aa987a03116a46a426ff28e9bdb7,1,cleanup travis yml
159,gpac/gpac,1eb497076b79f343b1527094ed5c6e6ec816fe49,0, 
160,gpac/gpac,874b40c26276b11a302de2d66736e7908c146ab5,1,retry - cleanup travis yml
161,gpac/gpac,6432c19f8a97aa987a03116a46a426ff28e9bdb7,0, 
162,gregkh/usbutils,d80bd8c59aaabbbed8a71220279ed7c14ee5bce8,1,travis-ci: cleanup before second run  Make a maintainer clean after the first build with standard configuration (./autogen.sh) so the second build can run with the extended warnings from ./travis-autogen.sh.  Signed-off-by: Stephan Linz <linz@li-pro.net>
163,gregkh/usbutils,c430d91f772a57083ddf3bcea4421262a76a049b,0, 
164,hannorein/rebound,f21c70783fa3b516bb9ddd3ad5fb270d7e1b3d67,1,Travis cleanup  removed one old example
